Geneid	D35Ctrl_222_Aligned	D35Ctrl_322_Aligned	D35Ctrl_323_Aligned	D35GAF7_322_Aligned	D35GAF7_323_Aligned	D35GAG5_222_Aligned	D35GAG5_322_Aligned	D35GAG5_323_Aligned	D35RCD5_222_Aligned	D35RCD5_322_Aligned	D35RCD5_323_Aligned	D35RCG3_222_Aligned	D35RCG3_322_Aligned	D35RCG3_323_Aligned	D65Ctrl_1123_Aligned	D65Ctrl_222_Aligned	D65Ctrl_423_Aligned	D65GAF7_222_Aligned	D65GAF7_423_Aligned	D65GAG5_423_Aligned	D65GA_1123_Aligned	D65RCD5_423_Aligned	D65RCG3_222_Aligned	D65RCG3_423_Aligned	D65RC_1123_Aligned
LOC105373752	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985962	6	0	0	4	1	2	2	3	7	8	5	7	16	1	4	2	6	3	0	3	2	3	2	1	3
LOC124907909	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LNPK	1114	1288	1293	1189	1766	1003	1800	1509	1023	1474	1403	1039	1268	1337	1557	978	2087	1557	1342	1533	1519	1751	811	1978	1205
LOC107985830	0	1	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	1	0	0	0	0	1	0	2
EVX2	4	1	2	1	4	37	3	0	3	10	6	3	31	10	0	2	0	10	0	0	0	1	0	0	0
HOXD13	3	2	4	3	0	0	0	0	2	2	2	9	44	3	3	0	0	2	0	0	0	2	1	0	0
HOXD12	0	0	1	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
HOXD11	1	0	0	0	0	0	0	0	3	0	0	0	257	0	3	1	0	3	0	3	0	0	0	1	1
HOXD10	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	2	0	0	0	0	0	0	0
HOXD9	0	15	2	5	11	17	1	1	0	1	11	2	133	2	6	5	21	76	14	14	3	18	10	17	1
LOC100129455	0	2	0	0	0	14	0	0	0	0	0	1	22	0	0	0	0	79	0	0	0	0	13	0	0
HOXD8	0	0	1	0	0	123	0	2	2	0	2	8	60	9	2	1	1	289	0	2	0	0	34	14	0
HOXD-AS2	0	0	0	0	0	14	0	0	0	0	0	0	8	0	0	0	0	19	0	0	0	0	6	0	0
LOC401021	0	0	1	0	0	32	0	0	0	0	0	2	19	0	0	1	0	117	0	0	0	1	10	0	0
MIR10B	0	0	0	0	0	5	0	0	0	0	0	1	10	0	0	0	0	22	0	0	0	0	4	2	0
HOXD4	0	0	2	0	0	698	0	0	2	0	4	34	225	43	3	2	1	1226	0	0	0	2	178	25	0
HOXD3	0	2	0	0	2	550	1	0	2	0	26	47	136	50	10	9	0	2216	0	1	0	5	200	49	0
HAGLR	0	0	0	0	1	175	0	0	0	0	3	14	37	12	3	0	0	512	0	0	0	0	68	9	0
HAGLROS	0	0	0	0	0	17	0	0	0	0	1	0	8	2	0	0	0	20	0	0	0	0	3	0	0
HOXD1	0	0	0	0	0	23	0	0	0	0	0	2	17	0	0	0	0	38	0	0	0	0	11	0	0
MIR7704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTX2	739	902	885	757	571	796	446	701	615	329	519	918	1073	723	721	619	682	1163	581	506	542	545	666	761	713
NRAL	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907910	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0
MIR1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01116	1	2	0	0	0	6	0	0	2	0	0	1	14	1	0	1	0	29	1	1	0	0	0	0	1
LINC01117	1	0	0	0	0	2	0	1	1	0	0	0	5	0	0	0	1	3	0	0	0	0	1	0	0
LOC105369143	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101929963	1	2	0	0	1	0	0	0	0	1	0	1	2	1	0	3	0	1	1	3	0	0	0	0	1
LOC105373757	0	2	0	0	0	0	1	1	2	0	2	1	1	1	0	2	0	3	1	0	0	0	0	0	1
LOC105373756	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985965	0	3	3	0	0	0	1	0	0	0	1	0	1	0	1	6	0	2	0	0	1	1	0	2	1
LOC105373760	3	0	2	0	1	0	0	0	0	0	1	0	2	1	0	4	4	3	0	4	1	3	0	0	8
LOC105373759	19	16	17	46	38	15	48	43	20	32	35	20	13	54	78	12	139	36	60	62	38	49	7	97	26
MIR4444-1	3	1	0	7	7	2	1	5	3	1	2	1	1	1	3	2	10	1	3	5	2	7	0	3	2
HNRNPA3	15573	18293	18054	9924	14568	12722	13960	15085	15121	11121	12542	15670	14424	14013	8524	8972	15170	14670	10612	10579	7848	11625	7396	13296	13997
NFE2L2	1791	1166	1142	1172	1116	1865	1246	1225	1756	886	829	2921	2003	1420	1332	1846	2006	2607	1595	1098	1407	1700	1712	1308	1268
MIR3128	2	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0
LOC100130691	47	50	65	56	82	33	79	74	44	75	64	63	92	73	44	66	119	113	60	79	43	62	85	64	35
MIR6512	1	0	0	0	1	0	0	1	1	1	2	0	5	0	0	1	1	1	0	0	1	1	0	0	0
LOC124906145	0	0	0	0	1	0	0	0	3	0	0	0	2	0	0	1	0	1	0	0	0	1	2	0	0
AGPS	1811	1668	1651	1400	1240	1948	1285	1372	1968	968	1199	2318	2521	1421	1523	1492	1255	3017	1163	1341	1179	1491	1811	1583	1578
LOC105373762	2	0	2	0	0	0	0	0	0	0	0	0	2	0	1	1	3	4	2	3	0	4	0	2	0
IFT70B	331	451	334	844	359	233	309	419	259	362	289	179	596	650	85	206	116	421	141	116	77	132	177	150	246
LOC124906098	0	1	0	1	6	0	4	0	0	6	0	1	1	1	1	1	2	0	0	8	3	2	0	4	5
IFT70A	457	581	359	1129	478	383	488	485	389	507	412	269	856	744	151	379	220	450	190	187	158	201	295	328	338
PDE11A	10	26	25	99	48	91	50	39	25	51	46	46	179	88	68	49	32	93	31	38	25	44	133	40	11
PDE11A-AS1	0	7	7	2	1	0	2	10	0	1	8	1	3	8	5	0	1	1	8	1	0	11	0	4	3
LOC124906099	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
RBM45	342	415	434	291	341	351	289	414	335	186	282	371	484	425	236	351	288	532	247	252	239	242	321	338	449
OSBPL6	708	574	692	402	595	378	479	493	531	486	514	348	461	418	728	630	1316	697	628	1200	649	708	317	1175	996
CHROMR	467	323	341	177	337	283	357	285	334	216	286	315	400	317	125	315	218	561	134	136	124	191	289	167	270
PRKRA	1403	1419	1304	1189	1168	1260	1165	1211	1295	1109	1114	1301	1355	1284	1141	1184	1221	2060	1008	932	864	1116	1138	1278	1091
PJVK	29	75	94	90	72	28	76	111	34	89	82	67	99	146	49	61	54	98	57	57	50	87	78	84	93
FKBP7	221	230	223	198	251	303	304	262	239	234	244	497	673	285	212	238	326	441	200	231	190	254	532	290	194
LOC124906102	3	9	5	2	5	0	1	6	3	0	1	1	3	3	3	3	7	3	4	1	3	5	0	1	5
PLEKHA3	586	679	626	828	611	722	643	619	592	703	591	1331	827	721	987	656	848	1256	622	695	807	910	772	1001	683
LOC124907911	1	0	0	0	1	0	1	0	1	2	0	1	0	0	0	1	1	1	3	0	1	0	0	0	1
TTN-AS1	26	61	41	48	18	33	48	28	35	34	33	50	66	41	34	51	23	69	12	15	24	28	32	19	7
TTN	990	1430	1190	801	579	981	1071	966	919	826	882	1019	1974	1026	675	1155	609	2238	390	531	570	805	977	656	690
LOC124906100	7	19	10	8	7	8	19	11	10	17	12	11	22	11	6	8	8	21	4	8	4	5	19	8	11
LOC124907912	11	9	12	5	1	5	8	12	6	12	4	9	8	10	11	7	9	6	3	0	3	13	1	4	6
LOC124906101	1	9	9	5	4	0	4	6	2	3	4	1	1	7	1	4	13	5	6	5	6	19	0	11	4
LOC101927055	3	15	26	5	29	5	36	28	3	23	39	2	12	15	43	10	46	9	10	32	28	34	3	29	26
CCDC141	0	3	5	5	2	1	2	6	7	10	0	5	83	29	7	4	2	0	1	5	5	1	26	2	2
LOC105373766	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SESTD1	1945	3337	3404	2345	3336	1501	3583	3267	1705	2326	2559	1198	2821	2710	4331	1698	4021	2526	3670	4340	3461	4512	750	5667	3331
LOC124906166	1	2	2	5	3	1	2	2	0	0	0	2	1	2	3	4	3	10	0	1	4	4	1	0	1
ZNF385B	27	95	170	14	76	4	59	170	9	80	134	11	30	55	8	10	31	13	20	7	6	7	21	59	38
LOC101927073	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900526	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CWC22	1070	892	799	666	631	734	739	799	1066	528	582	907	854	738	554	580	888	996	691	648	724	771	464	925	759
EPCART	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373768	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC105373770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCHLAP1	0	0	0	0	2	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC105373771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2E3-DT	4	1	0	0	2	0	3	5	4	2	3	3	3	0	0	1	2	5	0	0	0	0	4	0	2
UBE2E3	3560	2969	2224	2548	3244	2685	3367	2506	3026	2580	2503	2162	2952	2505	1926	2319	2118	3302	1570	1464	1347	1827	1519	2229	1748
LOC107985831	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LINC01934	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	4	0	1	0	0	0	1	0
MIR4437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA4	85	32	63	93	185	247	208	93	76	98	117	421	923	89	10	105	21	263	13	9	11	11	1071	17	5
CERKL	19	5	10	96	18	0	49	18	6	57	25	9	47	74	3	0	4	2	4	1	2	6	15	3	1
NEUROD1	226	798	778	230	841	64	550	711	139	313	730	77	310	799	260	82	312	26	305	248	192	416	206	258	127
ITPRID2	1776	1547	1477	2572	3382	3014	3896	2357	2154	3489	2355	2549	3186	2856	3397	2525	3139	3730	2929	2583	3635	4574	2508	4627	1328
PPP1R1C	6	1	8	7	3	3	6	3	1	8	6	4	79	13	5	7	17	1	11	13	9	7	6	15	6
LOC102724288	2	10	12	6	23	4	8	29	0	4	21	1	2	10	102	6	214	3	112	231	108	156	3	280	51
PDE1A	336	638	666	303	1320	130	792	866	178	327	746	13	208	798	2022	305	2114	302	2331	3485	2176	2090	10	4065	3250
LOC124907915	3	6	3	4	7	3	2	6	1	2	2	1	0	1	9	1	8	4	8	15	7	13	0	20	10
LOC124907914	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
DNAJC10	3973	3064	2560	3690	3172	4051	3604	3335	4000	3025	2773	5206	4859	3544	2256	3592	3000	6771	2694	2838	2514	2676	4760	3534	2592
FRZB	182	192	178	545	414	2088	303	292	193	156	389	234	1284	1055	406	379	279	6849	114	149	188	229	255	351	39
LOC124907916	2	4	7	15	36	31	26	16	4	9	22	10	23	19	94	24	60	100	41	65	98	66	0	105	7
NCKAP1	6952	7460	6430	6802	6889	7817	6792	7118	6808	5413	5560	9415	8026	7461	8853	7340	9703	12388	8056	7825	6519	9772	7011	12024	8552
LOC124900540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP19	116	150	122	151	171	112	161	155	139	122	143	74	126	178	219	137	154	197	185	182	219	210	111	248	137
NUP35	535	463	461	251	300	487	203	381	497	167	281	518	401	370	217	264	354	402	218	156	166	221	204	181	309
LOC124907917	4	2	6	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0
LOC124906103	131	144	195	76	123	134	107	200	127	85	141	116	124	116	160	64	214	103	125	113	173	186	38	193	159
LOC124907918	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0
LOC124906171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724340	1	0	0	1	0	2	1	0	30	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC105373776	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MIR548AE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985968	0	1	0	0	0	0	1	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105373779	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373780	9	30	31	21	39	6	34	19	8	9	15	2	10	14	4	6	29	15	13	17	5	16	0	31	13
ZNF804A	51	587	592	180	262	140	204	291	82	34	200	152	219	207	17	148	110	228	60	34	13	26	24	62	136
LOC105373782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985832	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	1
LOC124907919	8	14	15	5	10	1	8	7	1	5	7	4	41	13	13	10	13	8	4	6	5	6	10	11	11
LOC124906104	71	66	103	31	73	17	51	80	15	28	35	55	189	82	143	51	84	96	55	69	37	51	49	101	99
LOC124900518	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FSIP2-AS2	6	7	5	6	5	3	4	10	2	3	9	17	15	10	2	7	5	7	6	2	3	7	5	1	7
FSIP2	259	451	558	258	382	84	274	443	83	200	261	142	1055	726	217	283	294	496	163	175	71	133	127	320	416
FSIP2-AS1	6	4	6	7	19	5	11	8	4	8	9	3	24	17	2	8	5	11	5	10	9	6	3	11	4
LINC01473	27	4	8	25	38	11	27	9	15	21	21	1	11	22	14	14	27	17	14	10	25	31	2	23	18
LOC105373785	23	19	8	20	20	11	35	10	18	39	15	11	24	22	25	16	29	20	31	17	36	39	10	31	7
ZC3H15	2356	2187	2263	1341	1666	2180	1787	1737	2392	1309	1519	3089	2017	1610	1996	1500	2981	2457	1899	1851	2052	2199	1497	2595	2011
LOC124907920	16	19	15	2	11	12	10	6	10	2	1	12	24	16	3	18	16	19	7	12	1	8	6	22	8
LOC107985784	6	12	7	6	13	10	11	7	4	5	13	16	12	7	1	15	24	15	6	11	11	9	9	13	18
LOC124906105	15	32	28	19	32	21	38	17	32	31	27	34	41	22	20	26	46	43	21	37	33	56	20	30	32
ITGAV	6998	3321	2836	3360	3537	9488	3569	3075	4729	3964	2766	24691	11757	2975	3792	11287	4954	23153	3417	3818	3312	5214	25921	4888	3119
FAM171B	877	4721	4592	1394	2821	666	2560	3415	584	1400	2136	968	1901	1707	3027	1457	5038	1672	3982	4953	2909	4447	653	6037	4279
ZSWIM2	4	4	7	16	20	3	33	11	4	16	10	8	4	9	4	6	5	4	16	11	3	11	1	10	2
CALCRL-AS1	6	0	1	0	1	8	0	2	3	1	0	2	4	0	2	3	2	28	1	0	0	5	5	0	0
LOC124906106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCRL	45	20	4	27	58	53	48	22	28	45	36	30	253	21	10	78	9	183	12	14	2	25	35	19	22
TFPI	106	53	16	69	88	173	138	39	208	124	53	193	315	32	14	151	57	379	47	52	11	28	169	125	27
LOC105373788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01090	16	7	4	1	4	0	0	0	0	1	0	0	1	2	3	9	16	0	0	1	1	1	1	2	0
LOC124907927	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GULP1	1641	997	771	3607	1696	1908	2691	1673	2211	2294	1497	2596	2333	2094	889	934	1084	1480	911	1045	791	1301	1287	1178	633
MIR561	0	3	0	1	0	2	0	0	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	1	0
LOC124906107	6	5	1	6	2	3	3	1	2	2	3	11	12	3	0	1	0	4	0	0	2	1	1	1	1
LOC105373790	0	0	0	2	0	1	0	1	0	2	0	0	0	0	2	1	1	1	0	2	0	1	0	0	0
DIRC1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LOC105373791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL3A1	0	0	0	0	0	5	0	0	0	0	0	7	26	0	0	0	0	6	0	0	0	0	5	0	0
MIR1245A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1245B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL5A2	15238	1440	524	4513	4768	16834	4970	2334	12179	7015	3754	20107	21209	3734	701	16513	585	27313	927	746	551	1831	18480	1689	368
MIR3129	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR75	1544	1564	1515	1075	1555	1568	1702	1657	1748	1154	1459	1936	1710	1390	1552	1145	2033	1733	1582	1506	1843	1821	1109	2208	1288
SLC40A1	22	101	143	366	18	31	27	91	6	21	61	283	421	144	97	21	69	74	44	54	50	68	267	68	71
ASNSD1	879	1011	1141	661	816	848	756	831	795	486	702	1003	1083	743	1052	717	998	1142	835	733	865	943	721	1128	954
ASDURF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373793	11	23	24	9	19	8	20	20	5	6	11	13	10	26	67	16	46	19	43	44	35	35	8	61	38
ANKAR	82	92	106	113	130	68	139	114	62	89	71	79	135	105	112	83	115	102	87	130	125	110	50	109	100
OSGEPL1	365	446	402	312	440	313	408	474	334	329	431	240	374	424	453	229	474	468	341	380	335	436	163	534	381
OSGEPL1-AS1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ORMDL1	1302	1315	1494	1195	1085	1164	957	1271	1303	881	977	1379	1942	1612	1065	1397	976	2139	745	752	740	970	1172	1073	1420
PMS1	852	1070	945	564	744	703	567	1073	943	465	704	775	782	831	560	591	625	1015	627	559	627	653	501	798	890
LOC105373796	23	29	30	25	24	13	37	37	12	14	38	11	36	36	42	21	27	31	22	30	49	38	11	28	30
C2orf88	3	4	5	3	2	7	1	7	6	1	4	10	11	2	3	9	6	8	2	14	1	8	10	9	14
MSTN	4	3	10	5	4	6	16	9	9	2	0	5	72	10	13	5	10	10	7	11	13	11	11	18	95
HIBCH	751	830	865	987	947	753	754	1060	745	764	796	831	1126	1051	480	688	670	1086	563	452	565	683	651	700	693
LOC124906109	6	10	6	4	16	13	18	4	9	15	12	9	7	7	15	6	14	17	12	7	20	11	8	15	5
INPP1	178	101	152	86	138	239	201	106	136	164	120	336	160	82	99	125	88	222	115	104	129	114	196	145	72
MFSD6	74	493	651	180	220	80	137	260	36	76	165	305	193	191	567	246	672	270	587	705	446	495	250	964	826
NEMP2	112	215	216	91	94	123	78	158	147	64	119	189	204	129	128	71	189	133	171	190	97	130	147	243	160
NEMP2-DT	15	46	66	20	22	24	11	53	24	6	34	48	34	31	31	10	24	19	23	32	17	23	15	28	77
NAB1	1563	3132	3177	1516	2228	1999	1749	2693	1824	1554	1988	2602	2576	2669	3668	1292	3678	2428	3386	3458	2293	4368	1934	5253	3994
LOC124907946	2	0	0	0	0	0	2	0	1	0	0	3	0	0	1	1	0	0	1	0	2	0	0	0	0
LOC124906110	11	24	16	9	17	28	15	14	24	8	25	27	24	13	29	11	33	21	31	19	29	56	20	35	8
GLS	1453	1707	2247	1046	1699	2330	1291	1863	1489	938	1549	4474	2648	1474	2621	2171	3552	4046	2640	3119	2464	3181	2964	4081	2466
STAT1	1659	1531	1200	1555	1403	1624	1241	1313	1479	1412	1192	3439	2214	1799	3802	1560	1476	2888	1125	1062	1490	1507	2216	1776	984
LOC124900514	3	7	11	7	2	2	3	4	2	4	0	1	7	4	0	6	3	13	0	3	2	0	1	3	4
STAT4-AS1	0	0	0	0	1	1	0	4	0	0	2	0	0	5	0	0	0	3	2	0	0	0	2	0	2
LOC107985785	0	0	0	0	3	1	0	0	1	0	1	0	3	3	0	1	0	11	0	0	1	0	1	0	0
STAT4	26	45	53	50	74	62	65	89	41	36	58	37	60	58	16	36	29	365	24	5	13	18	31	23	12
LOC105373804	2	2	1	0	0	0	0	0	3	0	0	2	2	1	0	0	0	3	1	0	0	2	1	1	1
MYO1B-AS1	12	28	16	6	19	17	25	22	36	7	22	13	42	19	2	10	7	28	1	2	3	8	8	8	21
MYO1B	2079	1961	1919	1036	1342	2734	1154	1847	2595	942	1244	5201	3459	1566	1136	1410	1471	3759	1297	993	931	1257	3071	1662	1417
LOC107985833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905959	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NABP1	284	144	150	86	58	243	43	86	210	44	69	689	370	79	140	390	116	998	77	121	143	152	495	117	43
LOC124900605	145	48	49	39	39	69	40	35	51	60	38	186	175	27	163	161	86	448	108	160	167	204	274	132	9
LOC124908062	7	0	3	2	2	3	0	0	0	2	2	5	1	0	31	2	16	2	6	15	21	18	6	15	1
LOC105373812	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC729254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAVIN2	51	1	2	72	17	138	8	3	73	30	4	285	58	29	0	71	6	231	4	4	2	7	77	9	1
CAVIN2-AS1	5	20	17	9	8	57	3	10	11	0	3	77	6	7	1	16	4	33	11	5	1	9	19	9	2
TMEFF2	207	815	612	293	434	1275	212	481	262	122	421	4660	396	335	106	363	195	533	266	163	78	271	2283	313	80
PCGEM1	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985969	4	0	3	6	5	2	13	12	0	22	13	0	7	0	3	0	6	5	7	9	2	8	0	0	0
LINC01821	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	1	0	0	0	0	2	3
LOC105373816	0	1	1	2	1	0	15	0	0	2	0	0	2	6	0	0	1	1	3	0	0	2	0	1	1
LOC124906142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376755	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01827	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A10	2285	2828	2485	2982	3020	2091	3382	2999	1827	2040	2377	2337	3420	2869	1803	2075	2428	3694	1886	1473	1263	2040	1675	2593	1684
DNAH7	159	132	70	1140	554	140	645	384	149	785	440	31	560	823	40	197	44	382	124	61	36	135	34	142	38
LOC107985972	20	28	16	46	46	13	54	29	12	45	33	19	21	47	6	25	5	29	6	3	11	5	10	16	6
STK17B	383	641	723	212	567	359	356	643	386	371	505	416	731	335	426	249	896	396	464	457	270	647	248	356	348
LOC101927454	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HECW2	803	720	827	522	754	276	763	630	591	829	604	257	764	596	546	483	482	616	431	572	398	579	264	821	876
LOC124906154	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3	0	0	0	0	2	0	1	0
HECW2-AS1	0	1	1	0	0	2	0	0	2	0	0	0	17	0	0	2	0	1	0	2	1	0	1	2	1
LOC105373822	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0
LOC105373821	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LOC105373823	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CCDC150	352	335	366	138	200	209	134	262	418	122	179	302	285	320	71	133	122	225	136	73	105	147	89	120	327
LOC124900529	0	0	0	3	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0
LOC100130452	0	0	0	0	1	0	0	2	5	3	0	1	0	0	1	0	0	0	1	0	0	3	0	2	0
GTF3C3	1309	1351	1293	1503	1491	1369	1616	1453	1495	1532	1390	1392	1692	1584	1534	1007	1295	1720	1279	1083	1488	1594	1000	1554	1129
C2orf66	127	161	258	226	67	66	71	163	42	53	59	49	328	301	143	152	130	197	81	167	212	202	58	189	220
PGAP1	2874	7939	8028	11121	6187	1877	4541	8049	2170	3780	4847	1323	6545	9664	8022	3656	8630	5054	8138	8777	8210	10122	1327	10681	10809
ANKRD44	241	1181	1232	451	708	167	473	1082	93	364	611	137	680	582	1684	498	2287	605	1763	2940	1618	1745	211	2388	2079
ANKRD44-AS1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	2	4	0	0	0	0	0
ANKRD44-IT1	1	3	11	2	2	2	0	2	0	1	4	4	2	1	4	0	5	2	9	13	2	8	0	18	6
ANKRD44-DT	1	1	1	0	0	0	0	0	0	0	0	1	0	3	0	1	0	5	0	0	0	0	0	2	3
SF3B1	10127	12380	12846	12175	13188	9998	14207	14657	10074	10603	11973	11872	17287	15309	11420	9111	10784	16896	10327	9591	10095	12723	8886	12459	11782
LOC124900524	0	1	3	0	2	1	2	2	2	0	0	2	1	1	1	2	1	4	6	2	4	3	2	3	0
COQ10B	384	215	255	289	302	491	314	246	365	396	214	758	488	299	620	562	364	856	343	407	494	503	626	504	265
LOC124907951	1	6	3	3	2	2	0	1	3	1	2	6	1	3	6	0	5	6	7	1	3	0	0	5	7
